#############################################
# term	total document / document frequency #
#############################################
填写	88.2266009852
田	51.0256410256
田园	293.606557377
条	7.8690685413
条件	8.76223091977
挑	61.1262798635
挑选	78.5526315789
跳	26.4159292035
跳槽	67.3308270677
帖	106.607142857
贴	33.1053604436
铁道部	526.764705882
铁路	58.338762215
听	11.4807692308
听课	365.510204082
听力	170.571428571
停	13.5579106737
停车场	275.538461538
停赛	471.315789474
挺	38.599137931
艇	255.857142857
通	16.4765409384
通常	19.1755888651
通话	127.928571429
通话费	511.714285714
通信	30.1008403361
通讯	45.1133501259
通知书	232.597402597
同比	54.6036585366
同期	44.1133004926
同事	26.2995594714
同学	21.578313253
同意	21.3723150358
同志	53.622754491
酮	389.347826087
统考	182.755102041
统一	17.9279279279
统治	79.6
统治者	275.538461538
痛	31.147826087
头	9.59807073955
头号	127.928571429
头球	148.016528926
头痛	100.617977528
头晕	218.414634146
投产	223.875
投递	325.636363636
投降	165.833333333
投篮	279.84375
投票	64.4244604317
投票权	407.045454545
投诉	75.2521008403
投中	663.333333333
投资	9.50636942675
投资者	22.6422250316
透露	13.2765011119
突击	100.055865922
突破	17.4561403509
突袭	293.606557377
图	10.6101895735
图库	639.642857143
图片	53.3035714286
土地	40.520361991
土伦杯	389.347826087
团	25.2253521127
团队	32.5045372051
团费	351.176470588
团体赛	381.063829787
推出	13.0444282593
推动	21.5006002401
推广	30.3045685279
推介	157.105263158
推力	436.829268293
推演	263.382352941
褪	35.395256917
脱颖而出	173.883495146
外电	132.666666667
外汇	132.666666667
外交	66.828358209
外军	511.714285714
外科	100.617977528
外企	86.5217391304
外语	53.7837837838
外援	102.931034483
外资	50.8806818182
蜿蜒	471.315789474
完成	7.41001241208
完全	7.40694789082
完整	22.4436090226
晚年	288.870967742
晚期	177.326732673
汪延	663.333333333
亡	125.244755245
王	16.9121813031
王健民	1194.0
王朝	127.021276596
王治郅	407.045454545
往返	106.607142857
往年	76.8669527897
往往	11.6072585872
网	8.42427093133
网吧	267.313432836
网络	10.5663716814
网通	293.606557377
网页	10.2459954233
网易	407.045454545
网站	13.3159851301
网址	101.186440678
旺季	155.739130435
危害	56.320754717
威慑	199.0
威胁	22.6422250316
威胁论	298.5
微	27.8538102644
微处理器	746.25
微量元素	325.636363636
微生物	221.111111111
微笑	76.8669527897
维	53.3035714286
维和	416.511627907
维护	24.6016483516
维生素	77.5324675325
违者	126.126760563
伟大	51.1714285714
委屈	127.928571429
委托	58.9144736842
委托人	308.793103448
委托书	389.347826087
位	3.93280632411
位于	20.8741258741
位子	358.2
卫冕	121.013513514
卫生	27.2188449848
卫生部	80.6756756757
卫生局	271.363636364
卫生厅	351.176470588
卫星	64.4244604317
慰	77.5324675325
未来	8.36524988323
胃	73.7037037037
胃癌	381.063829787
胃肠	179.1
温泉	215.78313253
文	15.152284264
文案	746.25
文革	130.729927007
文广	559.6875
文化	9.17050691244
文化大革命	436.829268293
文化课	639.642857143
文科	117.058823529
文理	447.75
文秘	275.538461538
文明	38.5161290323
文人	196.813186813
文史	259.565217391
文体	263.382352941
文物	85.6937799043
文学	48.5365853659
文责	30.5110732538
文章	12.1423728814
文字	35.5357142857
闻名	161.351351351
稳步	116.298701299
稳重	319.821428571
紊乱	148.016528926
问	10.0223838836
问题	3.30199115044
我军	100.617977528
我省	120.201342282
我校	177.326732673
沃达丰	895.5
乌迪内	617.586206897
乌克兰	218.414634146
乌鲁木齐	284.285714286
吴承瑛	577.741935484
吴金贵	447.75
吴士宏	1194.0
吴蔚	559.6875
吾	210.705882353
无	5.52266419981
无产阶级	337.924528302
无人机	199.0
无线	71.0714285714
无缘	168.962264151
五角大楼	127.021276596
五连冠	471.315789474
五粮液	288.870967742
五星级	526.764705882
五一	22.0024570025
五月	62.1875
武	91.8461538462
武力	144.435483871
武器	19.3412526998
武夷山	471.315789474
武装	67.3308270677
武装部队	389.347826087
武装力量	255.857142857
恶	91.3775510204
恶心	151.779661017
恶性肿瘤	389.347826087
物理	96.8108108108
物质	26.4940828402
误导	49.8885793872
吸收	43.3656174334
吸烟	157.105263158
吸引	15.5874673629
希望	6.12517099863
息	67.5849056604
溪	184.639175258
牺牲	56.320754717
西方	31.09375
西汉	180.909090909
西门	398.0
西门子	252.253521127
西药	337.924528302
西装	275.538461538
锡耶纳	597.0
习惯	16.8962264151
习俗	151.779661017
习题	389.347826087
袭击	76.5384615385
喜欢	10.8809234508
戏	53.3035714286
系	14.962406015
系列赛	365.510204082
系统	7.71982758621
细胞	69.9609375
细菌	100.055865922
虾	63.7366548043
峡谷	275.538461538
下	2.15057636888
下班	86.9417475728
下半时	389.347826087
下达	98.9502762431
下调	112.641509434
下跌	65.3649635036
下滑	66.5799256506
下降	16.6759776536
下来	11.8217821782
下属	64.6570397112
下一代	119.4
下载	90.0
夏普	746.25
夏秋季	852.857142857
夏威夷	235.657894737
先	7.79712668698
先进	18.9123548046
衔	41.5545243619
闲聊	471.315789474
显示	8.65217391304
显示器	199.0
险胜	319.821428571
撊	407.045454545
现代	16.2670299728
现代化	37.7052631579
现货	436.829268293
现金	56.8571428571
现实	16.6295264624
现役	104.736842105
现在	4.13434903047
线	10.3346797461
线路	45.6887755102
羡慕	96.2903225806
腺	248.75
乡	76.2127659574
乡村	76.2127659574
相	11.4660691421
相处	74.625
相关	4.05662514156
相机	113.35443038
详	95.2659574468
详情	68.358778626
想	4.09746053535
想到	19.9888392857
想法	25.4403409091
想想	72.2177419355
向阳	389.347826087
象	33.2899628253
哮喘	416.511627907
消除	45.4568527919
消毒	192.580645161
消费	23.9759036145
消费者	24.3673469388
消化	53.9457831325
消化道	308.793103448
消息	7.88292253521
消炎	344.423076923
销量	114.076433121
销售	12.1341463415
销售额	87.3658536585
小	3.55075337034
小吃	319.821428571
小费	526.764705882
小幅	314.210526316
小将	127.928571429
小姐	44.8872180451
小牛	331.666666667
小说	72.8048780488
小王	484.054054054
小学	54.6036585366
小镇	205.862068966
效果	14.3624699278
效力	116.298701299
效能	162.818181818
效应	46.1597938144
校	17.0247148289
校长	65.6043956044
校内	259.565217391
校园	46.1597938144
笑	24.0080428954
些	12.2503419973
协和	279.84375
协同	79.2477876106
协议	23.5039370079
愶	36.7008196721
携带	46.3989637306
写	10.2871912694
写字楼	199.0
写作	59.7
械	22.5283018868
泄	18.5788381743
谢杏芳	271.363636364
心	10.6480380499
心理	11.8609271523
心里	24.3673469388
心脑血管	484.054054054
心情	27.0953101362
心态	25.6223175966
心血管	132.666666667
心仪	229.615384615
心脏	96.8108108108
心脏病	128.848920863
新	2.70462096043
新陈代谢	210.705882353
新高	84.8815165877
新华社	27.8538102644
新华网	22.4436090226
新浪	218.414634146
新品	255.857142857
新人	86.9417475728
新生	125.244755245
新生儿	389.347826087
新式	164.311926606
新闻社	436.829268293
新型	27.1775417299
新药	218.414634146
芯片	93.28125
薪	32.2122302158
薪金	203.522727273
薪水	57.9611650485
薪资	158.495575221
辛苦	79.9553571429
信函	308.793103448
信任	41.8457943925
信托	436.829268293
信息	6.60641829583
信息产业部	133.656716418
信息化	61.5463917526
兴	41.3625866051
兴趣	17.4561403509
星级	122.671232877
腥	39.1903719912
型	9.79223619464
型号	85.6937799043
形式	13.6509146341
性	5.67850348763
性别	90.0
性病	303.559322034
性格	33.1666666667
性激素	639.642857143
性交	407.045454545
性能	36.9278350515
性生活	170.571428571
性欲	252.253521127
兄弟	63.7366548043
胸	74.625
熊市	542.727272727
雄伟	381.063829787
休闲	52.6764705882
休闲游	639.642857143
修订	77.8695652174
修建	107.891566265
虚假	44.2222222222
虚拟	122.671232877
需求	11.7212041885
需要	3.96063688633
须	29.0746753247
徐霞客	814.090909091
许多	6.78666161425
许晓	688.846153846
许晓书	426.428571429
宣布	14.0912667191
宣讲	344.423076923
悬念	138.837209302
选拔	67.3308270677
选手	51.4655172414
选项	179.1
选择	5.71474154435
选择题	218.414634146
学	9.61352657005
学费	68.358778626
学分	213.214285714
学会	35.325443787
学科	49.3388429752
学历	32.0967741935
学年	298.5
学期	153.076923077
学前教育	716.4
学生	10.0223838836
学士	112.641509434
学术	43.7897310513
学位	59.1089108911
学习	9.95553085047
学校	11.3786531131
学业	100.055865922
学院	20.3986332574
学杂费	559.6875
学者	33.2899628253
学制	381.063829787
学子	138.837209302
雪山	331.666666667
血	30.4591836735
血管	90.0
血清	497.5
血糖	298.5
血压	167.38317757
血液	48.5365853659
血脂	325.636363636
寻找	21.1202830189
巡航	337.924528302
巡航导弹	182.755102041
巡逻	184.639175258
巡洋舰	319.821428571
循环	58.338762215
训	45.2272727273
训练	15.4263565891
训练场	180.909090909
讯	11.1797752809
压力	10.4920913884
雅典	226.708860759
雅虎	235.657894737
雅龙	133.656716418
亚军	151.779661017
亚泰	208.255813953
严重	10.6925373134
延缓	248.75
延伸	28.383518225
炎	104.736842105
炎症	170.571428571
研	47.2559366755
研发	26.8515742129
研究	6.46103896104
研究生	38.4334763948
研究员	51.7630057803
研制	31.147826087
言	26.4549483013
言论	101.186440678
閰	151.779661017
演	57.5884244373
演练	62.4041811847
演习	45.572519084
眼光	63.0633802817
眼科	351.176470588
央行	172.211538462
杨琳	34.7766990291
杨元庆	1628.18181818
羊	54.7706422018
阳	61.5463917526
阳性	303.559322034
氧	119.4
氧化	235.657894737
痒	190.531914894
腰	71.64
药	25.4403409091
药厂	325.636363636
药店	196.813186813
药房	407.045454545
药价	325.636363636
药品	44.8872180451
药物	37.4686192469
药业	157.105263158
要求	4.65920915713
也许	14.6803278689
野生	161.351351351
野战	226.708860759
业	12.0201342282
业绩	21.5264423077
业务	9.92793791574
业务员	351.176470588
业余	123.517241379
夜	26.1459854015
液	51.3180515759
液晶	165.833333333
谒	63.5106382979
页	7.71982758621
一带	88.6633663366
一点	8.68995633188
一定	4.89611809732
一分	55.6211180124
一个	2.03615279673
一起	9.40651260504
一生	43.5766423358
一时	37.7052631579
一下	11.8766578249
一些	3.46824167312
一直	5.92653871608
伊	60.303030303
伊拉克	65.1272727273
伊朗	78.2096069869
伊斯兰	288.870967742
伊万诺夫	526.764705882
医	51.0256410256
医护	279.84375
医科	203.522727273
医疗	28.656
医生	23.2597402597
医师	150.504201681
医务	186.5625
医学	37.1576763485
医学会	365.510204082
医药	42.9496402878
医院	17.6279527559
恞	716.4
移动	28.6102236422
移植	150.504201681
遗产	101.761363636
遗传	155.739130435
遗迹	248.75
遗漏	61.5463917526
遗址	145.609756098
鈶	93.28125
颐	38.1876332623
乙肝	373.125
以后	9.57754010695
以色列	99.5
以上	6.74322289157
以为	22.6422250316
已	3.13440672034
义	85.2857142857
义务教育	194.673913043
亦	26.1459854015
异常	34.8443579767
意见书	303.559322034
意识形态	190.531914894
意义	12.2839506173
抑郁	213.214285714
抑制	66.0885608856
易	15.9058614565
疫苗	344.423076923
疫情	275.538461538
益邦	381.063829787
翼	161.351351351
艺术	25.154494382
艺术类	192.580645161
议案	81.7808219178
议事	365.510204082
阴部	688.846153846
阴道	213.214285714
音乐厅	639.642857143
音频	398.0
银	55.6211180124
银川	373.125
银行	20.8255813953
引导	38.4334763948
引起	10.2401372213
隐身	284.285714286
隐形	172.211538462
饮食	47.380952381
印度	38.1063829787
印尼	132.666666667
印象	29.1693811075
应	6.03640040445
应该	5.41087613293
应届	60.7118644068
应考	325.636363636
应聘	44.0049140049
应试	94.2631578947
应用	18.8130252101
英才	184.639175258
英超	284.285714286
英寸	213.214285714
英格兰	157.105263158
英国	16.1934900542
英特尔	149.25
英雄	50.4507042254
英语	22.556675063
鹰	108.545454545
盈	121.013513514
盈利	44.2222222222
营	50.8806818182
营区	407.045454545
营销	34.5752895753
营养	41.3625866051
营养素	331.666666667
营业厅	746.25
营业执照	235.657894737
赢	30.82616179
迎战	120.201342282
影片	145.609756098
影音	617.586206897
硬化	497.5
硬件	74.9372384937
硬盘	308.793103448
永远	24.6016483516
用餐	218.414634146
用户	19.1346153846
用户数	639.642857143
用人	44.3316831683
用途	86.1057692308
用药	407.045454545
用于	16.7696629213
优美	108.545454545
优先	48.4054054054
优秀	18.2941777324
优质	48.2749326146
悠久	128.848920863
尤杯	639.642857143
尤伯杯	143.28
尤文	319.821428571
尤文图斯	484.054054054
油价	248.75
油脂	331.666666667
游	20.2144469526
游船	459.230769231
游记	597.0
游客	21.1952662722
游览	94.2631578947
游人	129.782608696
游艇	617.586206897
游玩	145.609756098
游戏	26.8515742129
游戏机	275.538461538
邮件	81.0407239819
有害	90.4545454545
有人	16.8011257036
有色金属	148.016528926
有时	23.3812010444
有时候	54.4376899696
有望	36.1818181818
有限	20.7531865585
有限公司	14.1693037975
右	26.5727002967
诱发	153.076923077
于长江	995.0
余海华	416.511627907
娱乐	31.6991150442
鱼雷	248.75
羽	99.5
羽毛球	89.55
羽毛球队	325.636363636
羽坛	447.75
语	21.3978494624
语法	248.75
语感	663.333333333
语文	95.2659574468
语系	511.714285714
语言	21.7883211679
语音	128.848920863
语种	157.105263158
语族	688.846153846
域名	447.75
御	190.531914894
欲	33.6654135338
遇到	17.610619469
郁闷	111.9375
预订	159.910714286
预防	38.2692307692
预计	15.3076923077
预警	114.076433121
预警机	365.510204082
预科	426.428571429
预期	26.0698689956
预算	57.7741935484
预装	716.4
鹬	87.7941176471
元	4.87745098039
原理	79.2477876106
原料	109.207317073
原油	319.821428571
原则	17.3210831721
员工	20.4218928164
园	48.1451612903
园林	218.414634146
园内	459.230769231
援引	165.833333333
源代码	814.090909091
远	11.0351201479
远程	58.1493506494
远射	365.510204082
愿意	16.0340196956
院	20.5154639175
院校	39.2763157895
曰	73.4016393443
月经	151.779661017
月薪	91.3775510204
越来越	9.66019417476
越位	365.510204082
阅读	18.65625
阅卷	365.510204082
云南	69.4186046512
匀	42.6428571429
孕妇	184.639175258
运动	19.5098039216
运动员	89.55
运力	447.75
运输机	199.0
运营	28.2492113565
运载	308.793103448
载荷	559.6875
再	3.63802559415
再度	50.0279329609
在册	173.883495146
在线	61.1262798635
在校	100.617977528
在校生	325.636363636
在职	64.8913043478
脏器	389.347826087
葬	275.538461538
早	8.81397637795
早期	44.3316831683
造成	9.06376518219
造船厂	511.714285714
造反	373.125
择业	203.522727273
择优	175.588235294
责任	11.0283251232
增	28.5191082803
增长	10.251860332
增发	144.435483871
增高	188.526315789
增加	6.50090744102
增量	255.857142857
增强	20.9473684211
增生	365.510204082
增值	80.6756756757
炸弹	132.666666667
摘要	76.5384615385
债券	213.214285714
詹姆斯	161.351351351
展	35.82
展览	98.4065934066
占领	72.8048780488
战	13.1401320616
战备	150.504201681
战场	42.0422535211
战车	190.531914894
战成	511.714285714
战斗	30.0503355705
战斗机	51.1714285714
战斗力	82.9166666667
战法	229.615384615
战后	149.25
战机	53.7837837838
战绩	88.6633663366
战舰	155.739130435
战略	12.9688631427
战平	288.870967742
战区	159.910714286
战胜	32.4456521739
战时	121.836734694
战士	90.4545454545
战术	34.0494296578
战争	20.9228971963
张	9.97771587744
张海丽	365.510204082
张晖	1194.0
张家界	288.870967742
张宁	232.597402597
张雪梅	814.090909091
章	38.1876332623
章程	74.625
章节	288.870967742
掌握	16.0053619303
涨	23.0501930502
涨跌幅	688.846153846
涨幅	55.4489164087
涨势	381.063829787
账户	123.517241379
招	17.1551724138
招考	235.657894737
招聘	21.170212766
招聘会	80.3139013453
招生	34.179389313
招生办	314.210526316
招收	61.5463917526
朝廷	298.5
朝鲜	66.5799256506
找	8.29166666667
找到	6.80729760547
兆	70.2352941176
召集人	238.8
召开	18.1643002028
照片	27.6816074189
哲学	81.4090909091
折扣	180.909090909
这家	59.1089108911
这种	4.30012004802
着陆	235.657894737
着装	242.027027027
侦察	61.7586206897
侦察机	194.673913043
真	8.80964092474
真菌	484.054054054
真实	19.1755888651
真相	112.641509434
真正	9.44620253165
诊	157.105263158
诊断	61.7586206897
诊疗	279.84375
诊治	252.253521127
镇	51.1714285714
镇压	325.636363636
阵	79.6
阵地	109.877300613
阵容	74.9372384937
震荡	92.3195876289
争夺	45.8056265985
征战	170.571428571
症	54.1087613293
症状	38.025477707
整合	38.025477707
整数	319.821428571
政策	11.3426219126
政法	218.414634146
政府	8.66054158607
政权	99.5
政治	14.912572856
政治家	213.214285714
正	5.32401902497
正版	331.666666667
正常	12.6483050847
正确	19.9665551839
正是	16.3114754098
正义	149.25
正在	9.26539058458
证	34.8443579767
证监会	173.883495146
证券	18.7147335423
证书	36.1088709677
郑洁	459.230769231
之后	5.79611650485
之下	33.7288135593
之中	20.4452054795
支	16.9924098672
支持	9.68631692807
支付	30.4591836735
支援	91.3775510204
汁	182.755102041
知	12.9876722263
知道	6.165232358
知名	30.1008403361
知识	10.834845735
知识分子	125.244755245
脂	143.28
脂肪	76.5384615385
执	39.2763157895
执行	14.0470588235
执行官	71.9277108434
执教	196.813186813
执政	151.779661017
植物	73.1020408163
直肠	577.741935484
直肠癌	639.642857143
直达	238.8
直到	23.91188251
直航	577.741935484
直升机	70.5118110236
直属	149.25
直辖市	134.661654135
职	17.8386454183
职位	26.8515742129
职业	12.3858921162
职员	81.0407239819
只	2.90228488089
只好	38.1876332623
指出	9.42631578947
指导	17.1223709369
指挥	27.1775417299
指挥部	175.588235294
指挥官	153.076923077
指挥所	155.739130435
指挥员	162.818181818
指南	95.7754010695
指数	45.8056265985
制导	168.962264151
制剂	153.076923077
制药	65.6043956044
制造	19.1141942369
制造商	100.055865922
志愿	50.1680672269
智能	117.058823529
治	30.6153846154
治疗	20.3986332574
治愈	170.571428571
置	26.9728915663
置业	559.6875
致	30.1515151515
致癌	325.636363636
致病	226.708860759
蛭	51.1714285714
中	1.46001467351
中层	188.526315789
中场	121.013513514
中成药	314.210526316
中程	279.84375
中毒	148.016528926
中队	172.211538462
中锋	358.2
中共	121.836734694
中国	2.75157474266
中国队	64.1935483871
中国联通	196.813186813
中国移动	203.522727273
中国证监会	155.739130435
中国足协	190.531914894
中华民族	107.891566265
中奖	381.063829787
中考	344.423076923
中旅	213.214285714
中世纪	303.559322034
中小学	155.739130435
中新网	34.98046875
中信	199.0
中学	48.6684782609
中学生	150.504201681
中央	23.2295719844
中央军委	245.342465753
中药	99.5
中医	105.352941176
终	44.8872180451
终场	288.870967742
终端	79.6
终于	15.3470437018
种	3.22296202987
种植	180.909090909
肿块	511.714285714
肿瘤	80.6756756757
重大	13.8515081206
重点	10.3466204506
重量	101.186440678
重型	199.0
重要	4.2260500236
重症	426.428571429
重组	66.828358209
周	9.16581371546
周边	46.3989637306
周恩来	218.414634146
周二	81.7808219178
周刊	67.0786516854
周四	149.25
周五	115.548387097
宙	381.063829787
诸	64.8913043478
主场	35.606361829
主持人	48.4054054054
主动	18.7147335423
主队	188.526315789
主罚	577.741935484
主观	75.2521008403
主管	24.7717842324
主机	344.423076923
主教练	57.5884244373
主叫	559.6875
主考	484.054054054
主考官	617.586206897
主力	36.7008196721
主任	18.1643002028
主任医师	229.615384615
主食	248.75
主帅	85.2857142857
主题	25.4403409091
主要	3.8884064264
主义	57.5884244373
主营	201.235955056
主营业务	151.779661017
主张	47.380952381
住	9.37205651491
住宿	68.358778626
住宿费	215.78313253
住院	118.609271523
助攻	136.717557252
助理	50.593220339
助学	188.526315789
助学金	358.2
注入	97.868852459
注射	208.255813953
注意	9.05002526529
注重	29.85
驻	29.7014925373
驻扎	208.255813953
专长	218.414634146
专场	255.857142857
专电	116.298701299
专家	7.29234527687
专科	58.9144736842
专利	92.3195876289
专列	459.230769231
专题	37.8646934461
专业	7.7633289987
专业课	235.657894737
专员	303.559322034
专制	194.673913043
转发	106.607142857
转行	373.125
转会	303.559322034
转让	72.5101214575
转型	58.5294117647
转增	284.285714286
赚	47.0078740157
赚钱	60.303030303
装	24.4005449591
装备	20.1916572717
装甲	143.28
装甲车	210.705882353
装配	252.253521127
装有	221.111111111
装载	325.636363636
装置	94.2631578947
壮观	153.076923077
状元	238.8
追究	67.3308270677
准考证	184.639175258
准确	21.9216646267
桌面	226.708860759
咨询	12.1013513514
缁	50.593220339
资本	29.5544554455
资本主义	196.813186813
资产	30.5631399317
资产阶级	288.870967742
资费	146.803278689
资格	20.8498253783
资金	14.328
资历	235.657894737
资深	43.0528846154
资讯	61.7586206897
资源	10.0787844682
资助	97.868852459
鈭	78.2096069869
子	21.7618469016
子公司	91.8461538462
子宫	170.571428571
字	16.8644067797
自负	28.383518225
自考	133.656716418
自然	10.3466204506
自杀	91.8461538462
自卫队	159.910714286
自我	20.033557047
自信	36.9278350515
自学	95.7754010695
自由	20.0111731844
自治区	80.3139013453
自助	179.1
惾	179.1
棕榈	526.764705882
综	259.565217391
综合	12.6038001407
综合征	223.875
总裁	25.6223175966
总参谋部	358.2
总额	52.6764705882
总分	122.671232877
总后勤部	447.75
总监	58.1493506494
总结	28.0721003135
总经理	25.4765291607
总社	284.285714286
总是	18.3504098361
总司令	154.396551724
总统	40.612244898
总则	526.764705882
总装备部	484.054054054
走	5.31454005935
走势	49.2032967033
足	26.0319767442
足球	42.2405660377
足坛	319.821428571
足协	186.5625
组建	59.1089108911
组团	186.5625
最	2.25311359919
最后	6.1673553719
最新	20.9718969555
最终	9.20822622108
罪	81.7808219178
尊	114.807692308
昨日	21.0954063604
昨天	12.1506105834
昨晚	105.352941176
左	37.8646934461
左脚	337.924528302
作	8.83136094675
作家	69.6887159533
作品	38.4334763948
作文	120.201342282
作用	8.5204567079
作战	16.1206120612
作者	15.1908396947
做	3.30809013668
做事	134.661654135
坐落	242.027027027
座	20.5862068966
座舱	351.176470588
