#############################################
# term	total document / document frequency #
#############################################
爵	436.829268293
獗	175.588235294
绝地	1377.69230769
绝经期	995.0
绝密	778.695652174
绝望	177.326732673
蕨	1279.28571429
觉	91.8461538462
觉得	8.99096385542
诀窍	416.511627907
军	16.6604651163
军备	275.538461538
军兵种	325.636363636
军长	308.793103448
军车	1377.69230769
军队	26.5333333333
军阀	288.870967742
军方	45.572519084
军费	210.705882353
军服	778.695652174
军港	716.4
军工	182.755102041
军官	82.1559633028
军国主义	436.829268293
军徽	3582.0
军火	314.210526316
军火商	895.5
军机	663.333333333
军舰	146.803278689
军控	4477.5
军力	203.522727273
军旅	778.695652174
军民	215.78313253
军品	1053.52941176
军旗	995.0
军情	426.428571429
军区	77.5324675325
军人	64.6570397112
军师	2238.75
军事	15.2815699659
军事化	852.857142857
军事基地	303.559322034
军售	688.846153846
军团	232.597402597
军委	319.821428571
军衔	459.230769231
军械	1194.0
军需	746.25
军训	259.565217391
军营	331.666666667
军用	110.555555556
军帐	1492.5
军政	267.313432836
军职	1791.0
军中	298.5
军种	271.363636364
君	100.055865922
君安	778.695652174
君王	617.586206897
君主	471.315789474
君子	215.78313253
均衡	107.245508982
均势	2238.75
均匀	223.875
菌	127.928571429
俊	46.3989637306
浚	59.8996655518
竣工	298.5
咖啡	101.761363636
咖啡馆	447.75
咖啡因	617.586206897
喀麦隆	1492.5
喀纳斯	2985.0
卡	27.0135746606
卡车	288.870967742
卡迪斯	2985.0
卡恩	1492.5
卡福	1628.18181818
卡卡	1377.69230769
卡拉格	2985.0
卡拉罗	2558.57142857
卡拉姆	3582.0
卡拉泽	2985.0
卡里克	2238.75
卡利	995.0
卡利亚	778.695652174
卡利亚里	1279.28571429
卡路里	1119.375
卡洛斯	407.045454545
卡曼	1990.0
卡年费	4477.5
卡佩罗	1791.0
卡塞尔	1119.375
卡特	559.6875
卡特彼勒	2558.57142857
卡特比勒	4477.5
卡西亚斯	4477.5
开	6.50563022158
开辟	94.7619047619
开采	275.538461538
开场	157.105263158
开车	164.311926606
开发	12.5860857344
开发区	229.615384615
开发权	4477.5
开发商	157.105263158
开方	1628.18181818
开放	20.5154639175
开赴	577.741935484
开工	215.78313253
开关	597.0
开国	559.6875
开航	2558.57142857
开行	778.695652174
开户	639.642857143
开会	99.5
开江县	3582.0
开禁	995.0
开进	373.125
开局	159.910714286
开口	139.921875
开朗	184.639175258
开门红	688.846153846
开幕	119.4
开盘	186.5625
开普敦	942.631578947
开枪	497.5
开赛	337.924528302
开设	74.9372384937
开水	337.924528302
开通	57.2204472843
开头	177.326732673
开玩笑	148.016528926
开胃	1279.28571429
开销	221.111111111
开心	70.2352941176
开学	298.5
开业	136.717557252
开源	942.631578947
开闸	351.176470588
开斋节	4477.5
开展	17.1387559809
开战	221.111111111
开张	288.870967742
开支	74.625
凯尔	1628.18181818
凯尔特	1628.18181818
凯撒	1053.52941176
凯文	617.586206897
凯泽	2985.0
凯泽斯	1492.5
凯泽斯劳滕	1377.69230769
凯泽斯劳腾	1990.0
愒	293.606557377
刊	146.803278689
刊登	63.7366548043
刊物	284.285714286
勘	78.8986784141
勘测	995.0
堪	131.691176471
坎贝尔	1492.5
坎普	2985.0
坎特	3582.0
砍	75.5696202532
嵌	61.1262798635
嵌入	331.666666667
看病	135.681818182
看出	44.3316831683
看到	7.23052079128
看跌	4477.5
看法	28.2047244094
看好	57.5884244373
看见	47.8877005348
看看	21.0458284371
看似	77.5324675325
看台	192.580645161
看涨	639.642857143
看中	127.928571429
看重	73.1020408163
康	31.0398613518
康柏	5970.0
康德罗加	2985.0
康复	177.326732673
康辉	1492.5
康佳	559.6875
康涅狄格州	1990.0
康师傅	526.764705882
康亚风	3582.0
康有为	995.0
慷	101.186440678
亢奋	511.714285714
亢进	995.0
抗	33.3519553073
抗癌	398.0
抗病	1194.0
抗干扰	1053.52941176
抗衡	188.526315789
抗击	275.538461538
抗菌素	1492.5
抗美援朝	559.6875
抗日	238.8
抗日战争	319.821428571
抗生素	279.84375
抗体	436.829268293
抗药性	2558.57142857
抗原	559.6875
抗战	180.909090909
钪	90.9137055838
烤	79.2477876106
烤肉	852.857142857
烤鸭	1119.375
考	17.4052478134
考察	37.0041322314
考察团	1053.52941176
考查	143.28
考场	109.207317073
考点	192.580645161
考分	365.510204082
考风	1990.0
考古	199.0
考古学	942.631578947
考古学家	484.054054054
考官	223.875
考核	43.4708737864
考纪	2238.75
考卷	577.741935484
考虑	8.5204567079
考勤	1492.5
考区	1377.69230769
考取	242.027027027
考入	279.84375
考上	117.058823529
考生	21.170212766
考试	15.2555366269
考试题	398.0
考题	213.214285714
考雅思	2558.57142857
考研	184.639175258
考证	201.235955056
靠岸	1119.375
靠近	105.976331361
嗑	229.615384615
柯承亨	3582.0
柯达	688.846153846
柯菲德	5970.0
柯清辉	4477.5
棵	69.6887159533
磕	126.126760563
科	21.5523465704
科比	358.2
科大	663.333333333
科迪亚克	3582.0
科尔	1628.18181818
科技	12.6393789697
科技司	1990.0
科佳	4477.5
科教	526.764705882
科举	436.829268293
科拉迪	2238.75
科里亚	2985.0
科林斯	2238.75
科隆	325.636363636
科罗拉多州	1791.0
科目	58.9144736842
科内塞	1791.0
科室	263.382352941
科索沃	459.230769231
科信	4477.5
科学	14.1469194313
科学技术	131.691176471
科学家	51.9130434783
科学院	102.931034483
科研	38.7662337662
苛	150.504201681
苛求	688.846153846
颗	45.1133501259
颗粒	358.2
颗粒物	2558.57142857
壳牌	1791.0
可靠	64.8913043478
可靠性	196.813186813
可口	351.176470588
可口可乐	459.230769231
可怜	103.526011561
可能性	33.1666666667
可逆	942.631578947
可逆性	1791.0
可怕	69.4186046512
可恶	497.5
可惜	55.4489164087
可用	235.657894737
可用性	1791.0
可知	238.8
岢	63.9642857143
克	27.1363636364
克敌制胜	942.631578947
克服	68.6206896552
克劳奇	1492.5
克里莫夫	4477.5
克里斯	1791.0
克里斯特尔	2238.75
克里斯特尔斯	2558.57142857
克罗地亚	895.5
克瑞格蒙迪	4477.5
克斯特纳	2558.57142857
克汀	5970.0
刻	63.9642857143
刻画	526.764705882
刻苦	223.875
客	34.6421663443
客场	54.4376899696
客车	484.054054054
客队	235.657894737
客房	248.75
客观	24.9442896936
客户	20.0559910414
客货运输	4477.5
客机	459.230769231
客流	252.253521127
客流量	436.829268293
客票	995.0
客气	248.75
客人	58.7213114754
客源	177.326732673
客运	159.910714286
客运量	1990.0
客运站	1492.5
客栈	1194.0
客座	1194.0
课	34.0494296578
课本	128.848920863
课长	3582.0
课程	32.3869801085
课后	895.5
课间	1791.0
课目	229.615384615
课时	852.857142857
课堂	101.761363636
课题	69.9609375
课外	308.793103448
课文	577.741935484
课业	942.631578947
肯	48.0160857909
肯定	12.820329277
肯干	1791.0
肯尼亚	895.5
牼	1492.5
孔	73.7037037037
孔径	2238.75
孔孟飞英	559.6875
孔泉	4477.5
孔子	271.363636364
恐	46.1597938144
恐怖	71.3545816733
恐怖主义	314.210526316
恐惧	93.28125
恐吓	497.5
控股	50.593220339
控制	10.3585887796
控制器	1194.0
控制台	1791.0
控制线	663.333333333
空	20.4685714286
空地	235.657894737
空地导弹	2558.57142857
空调	125.244755245
空对空	688.846153846
空防	1377.69230769
空腹	814.090909091
空港	1377.69230769
空行	1990.0
空间	14.7772277228
空降	267.313432836
空降兵	398.0
空姐	577.741935484
空军	25.8069164265
空客	746.25
空空	688.846153846
空空导弹	471.315789474
空门	895.5
空气	47.8877005348
空情	2558.57142857
空缺	172.211538462
空头	814.090909091
空投	471.315789474
空袭	398.0
空域	271.363636364
空运	436.829268293
空战	255.857142857
空置	1053.52941176
空置房	2238.75
空中	33.9848197343
空中客车	995.0
空中小姐	1492.5
鏂	298.5
口	15.0884582982
口岸	344.423076923
口碑	210.705882353
口才	484.054054054
口齿	942.631578947
口臭	1990.0
口风	2558.57142857
口服	226.708860759
口服液	942.631578947
口感	497.5
口号	68.6206896552
口径	199.0
口渴	995.0
口令	526.764705882
口气	597.0
口腔	153.076923077
口腔科	1628.18181818
口试	484.054054054
口头	143.28
口头文学	2238.75
口香糖	716.4
口译	617.586206897
口语	190.531914894
口罩	852.857142857
叩	49.75
扣	62.1875
扣除	275.538461538
扣篮	617.586206897
扣杀	1791.0
哭	69.4186046512
哭闹	639.642857143
枯燥	175.588235294
骷	98.9502762431
苦	39.8886414254
苦干	1279.28571429
苦闷	436.829268293
苦难	255.857142857
苦恼	186.5625
苦味	1377.69230769
苦战	365.510204082
库	21.2960760999
库兹涅佐夫	1492.5
库兹涅佐娃	1492.5
库存	245.342465753
库夫曼	746.25
库克	942.631578947
酷	142.142857143
夸夸其谈	852.857142857
垮台	778.695652174
跨	43.6829268293
跨国	115.548387097
跨国公司	122.671232877
跨境	814.090909091
跨栏	1194.0
跨越	89.55
跨越式	373.125
块	16.3114754098
快报	190.531914894
快递	746.25
快攻	559.6875
快乐	36.7008196721
快速	17.7678571429
快艇	526.764705882
宽敞	389.347826087
宽带	141.023622047
宽恕	716.4
宽松	142.142857143
款	28.0281690141
款待	511.714285714
款式	344.423076923
款项	344.423076923
诓	89.1044776119
狂飙	778.695652174
狂风	597.0
狂欢	331.666666667
狂欢节	1492.5
狂犬病	4477.5
况	235.657894737
懭	245.342465753
矿	213.214285714
矿产	344.423076923
矿井	995.0
矿泉水瓶	2558.57142857
矿山	577.741935484
矿物质	263.382352941
矿业	344.423076923
矿种	1492.5
亏损	73.1020408163
亏损额	895.5
奎	1279.28571429
逵	155.739130435
溃	55.1076923077
溃败	559.6875
溃烂	1119.375
溃疡	288.870967742
溃疡病	2238.75
馈	77.5324675325
馈赠	814.090909091
昆明	127.928571429
昆廷	1990.0
髡	53.4626865672
捆绑	271.363636364
困惑	84.8815165877
困倦	1791.0
困难	16.0627802691
扩	109.207317073
扩编	1791.0
扩充	213.214285714
扩股	716.4
扩建	232.597402597
扩军	663.333333333
扩容	271.363636364
扩散	121.013513514
扩展	76.8669527897
扩展性	1377.69230769
扩张	49.6121883657
括约肌	1990.0
喇嘛教	1492.5
拉	14.4552058111
拉登	2558.57142857
拉丁美洲	542.727272727
拉丁字母	1279.28571429
拉尔森	1053.52941176
拉夫黑德	1628.18181818
拉加	1279.28571429
拉开	52.9881656805
拉米夫	4477.5
拉莫斯	2238.75
拉姆斯菲尔	1492.5
拉姆斯菲尔德	398.0
拉齐奥	688.846153846
拉切尔	1990.0
拉萨	325.636363636
拉脱维亚	1492.5
拉希德	1791.0
邋遢	1791.0
楋	90.4545454545
蜡染	2985.0
蜡像	4477.5
蜡像馆	3582.0
辣椒	284.285714286
来到	21.270783848
来访者	3582.0
来说	7.27457351747
来往	196.813186813
来源	10.3946604759
来自	9.29906542056
涞	62.1875
莱	96.2903225806
莱比锡	1279.28571429
莱茵	526.764705882
赖	59.3046357616
赖斯	639.642857143
兰	45.4568527919
兰卡威	4477.5
兰帕德	2238.75
兰特	1119.375
兰州	182.755102041
拦	38.2692307692
拦截	116.298701299
拦阻	3582.0
斓	47.1315789474
篮	87.3658536585
篮板	188.526315789
篮板球	688.846153846
篮筐	1990.0
篮球	126.126760563
篮球队	2238.75
篮下	746.25
篮协	2985.0
蓝光	1990.0
蓝鲸	2985.0
蓝军	398.0
蓝领	526.764705882
蓝天	161.351351351
谰	135.681818182
阑尾	2985.0
阑尾炎	1492.5
揽客	1628.18181818
缆	157.105263158
缆车	746.25
览	105.352941176
滥用	192.580645161
郎	69.9609375
朗	100.055865922
朗读	942.631578947
朗科	5970.0
朗讯	542.727272727
浪潮	194.673913043
浪费	49.3388429752
浪漫	73.1020408163
劳动	32.5045372051
劳动部门	942.631578947
劳动法	542.727272727
劳动和社会保障部	484.054054054
劳动力	104.127906977
劳动者	173.883495146
劳尔	1377.69230769
劳教	1279.28571429
劳累	192.580645161
劳损	852.857142857
劳心	1990.0
劳逸结合	447.75
唠叨	471.315789474
牢固	172.211538462
牢记	284.285714286
老百姓	51.1714285714
老板	24.6694214876
老兵	511.714285714
老城	2558.57142857
老城区	1119.375
老父	1377.69230769
老公	135.681818182
老化	196.813186813
老黄牛	2558.57142857
老家	157.105263158
老将	157.105263158
老练	895.5
老龙头	3582.0
老毛病	1791.0
老年	221.111111111
老年斑	3582.0
老年人	159.910714286
老年性	1628.18181818
老裴	1492.5
老婆	116.298701299
老区	1053.52941176
老人	56.4984227129
老人家	358.2
老沈	1053.52941176
老师	17.5073313783
老实	155.739130435
老式	308.793103448
老同事	895.5
老外	275.538461538
老子	275.538461538
老字号	1119.375
老总	123.517241379
乐	34.98046875
乐颠颠	4477.5
乐观	47.5066312997
乐器	407.045454545
乐趣	78.2096069869
乐山	663.333333333
乐意	213.214285714
乐于	223.875
乐园	165.833333333
了结	497.5
了解	5.53803339518
勒布朗	1119.375
勒克莱尔	4477.5
勒沃库森	1377.69230769
擂台赛	778.695652174
欙	75.8898305085
雷	64.4244604317
雷达	59.1089108911
雷达兵	3582.0
雷达站	942.631578947
雷电	663.333333333
雷吉纳	325.636363636
雷龙	5970.0
雷声	471.315789474
雷斯	238.8
雷亚尔	688.846153846
雷耶斯	2985.0
漯	1990.0
磊	942.631578947
泪	151.779661017
泪水	203.522727273
泪腺	2985.0
泪液	1791.0
类	7.97062750334
类别	128.848920863
类固醇	2558.57142857
类似	18.65625
类推	1119.375
类型	32.0393559928
累	41.6511627907
累活	1791.0
累及	942.631578947
累计	66.828358209
冷	51.3180515759
冷冻	895.5
冷敷	2558.57142857
冷门	213.214285714
冷水	344.423076923
冷战	131.691176471
愣	107.245508982
厘米	90.9137055838
梨	298.5
漓江	1279.28571429
离队	497.5
离岗	1628.18181818
离婚	148.016528926
离开	19.4885745375
离职	134.661654135
罹	155.739130435
蠡	116.298701299
黎兵	2238.75
黎斐	995.0
俚	129.782608696
李	29.0746753247
李安东	4477.5
李宝花	2558.57142857
李勃玲	5970.0
李昌镐	1628.18181818
李大钊	746.25
李登辉	746.25
李富荣	1990.0
李国兴	2238.75
李昊	995.0
李红兵	2985.0
李鸿章	597.0
李基永	2985.0
李佳明	3582.0
李家顺	4477.5
李建波	814.090909091
李建明	5970.0
李杰	351.176470588
李金羽	325.636363636
李敏	942.631578947
李娜	459.230769231
李楠	1990.0
李世石	1990.0
李天羽	2985.0
李铁	995.0
李婷	746.25
李玮	2238.75
李文忠	4477.5
李晓光	2985.0
李宣良	1194.0
李岩	407.045454545
李彦	1990.0
李焱	2238.75
李尧	2558.57142857
李毅	617.586206897
李永波	196.813186813
李雨桐	3582.0
李兆基	2558.57142857
李肇星	2558.57142857
李志新	5970.0
澧	814.090909091
理	26.6121842496
理财	100.617977528
理查德森	2238.75
理查尔茨	2985.0
理工	3582.0
理工科	373.125
理工学院	407.045454545
理解	15.5874673629
理科	133.656716418
理疗	746.25
理论	22.5283018868
理论家	942.631578947
理念	30.1008403361
理想	19.7246696035
理性	38.5161290323
理学	426.428571429
理由	22.9615384615
礼	83.691588785
礼貌	186.5625
礼仪	154.396551724
里	3.97646536412
里昂	308.793103448
里程	995.0
里程碑	215.78313253
里尔	559.6875
里海	2558.57142857
里克尔梅	1791.0
里面	22.6136363636
里斯本	1119.375
里头	331.666666667
锂	1119.375
鲤城区	2985.0
丽江	325.636363636
丽江市	2985.0
丽人	344.423076923
丽莎	4477.5
丽亚	852.857142857
例	28.8870967742
例行	218.414634146
例假	2558.57142857
例句	995.0
例题	942.631578947
例文	2985.0
例子	46.2790697674
利	23.1096774194
利差	1279.28571429
利兹	2238.75
利害	28.656
利好	157.105263158
利华	2985.0
利剑	542.727272727
利空	1194.0
利率	105.976331361
利尿剂	2558.57142857
利刃	1119.375
利润	21.1452184179
利润率	215.78313253
利沃诺	2238.75
利物浦	238.8
利息	150.504201681
利血平	4477.5
利益	16.5833333333
利用	9.59807073955
利用率	389.347826087
利于	71.0714285714
力	17.9279279279
力度	36.1088709677
力帆	248.75
力克	325.636363636
力量	14.1693037975
力士	1119.375
力学	746.25
历次	245.342465753
历代	223.875
历年	148.016528926
历史	7.87252747253
历史学	319.821428571
历史学家	365.510204082
厉	577.741935484
吏	559.6875
呖	172.211538462
栵	89.55
痢疾	852.857142857
砺	105.352941176
立场	63.5106382979
立法	100.617977528
立方米	559.6875
立即	22.8735632184
立体几何	2985.0
立体声	1377.69230769
立项	331.666666667
立意	559.6875
立柱	995.0
粒	60.1006711409
粒细胞	4477.5
莉莲	5970.0
詈	62.8421052632
隶	511.714285714
隶属	173.883495146
联	23.7218543046
联邦	87.7941176471
联动	223.875
联队	188.526315789
联合	14.1023622047
联合报	942.631578947
联合公报	2558.57142857
联合国	72.5101214575
联合国安理会	559.6875
联机	1791.0
联军	426.428571429
联络	93.28125
联盟	48.6684782609
联勤	3582.0
联赛	26.8113772455
联通	119.4
联系	13.345752608
联想	60.5067567568
联训	1990.0
莲	308.793103448
莲子	1119.375
连长	416.511627907
连词	1279.28571429
连带	121.013513514
连队	196.813186813
连贯	459.230769231
连接	62.1875
连接线	3582.0
连理	852.857142857
连忙	389.347826087
连平	2238.75
连锁	138.837209302
连续	14.328
敛	186.5625
脸	29.5057660626
脸部	325.636363636
脸盆	716.4
脸皮薄	5970.0
脸色	143.28
脸上	57.9611650485
膦	4477.5
裣	188.526315789
恋	57.7741935484
恋爱	81.7808219178
练	50.4507042254
练兵	373.125
练习	72.5101214575
练习题	1053.52941176
链	35.395256917
链霉素	2985.0
链球菌	1990.0
凉	106.607142857
凉拌	942.631578947
凉粉	1791.0
凉鞋	1628.18181818
梁	114.807692308
梁宏	5970.0
梁皇山	3582.0
梁金雄	895.5
梁启超	639.642857143
梁山	1053.52941176
椋	48.2749326146
粮	155.739130435
粮食	143.28
良	109.207317073
良好	12.9220779221
良田	1119.375
良心	213.214285714
良性肿瘤	1119.375
良药	814.090909091
良知	344.423076923
量	12.829512894
两	2.26622801468
两岸	91.8461538462
两边	175.588235294
两地	165.833333333
两旁	279.84375
两栖	303.559322034
两千	165.833333333
两三	80.3139013453
两手空空	995.0
两性	416.511627907
两用	995.0
俩	77.5324675325
亮点	116.298701299
亮度	688.846153846
晾	133.656716418
辆	43.5766423358
僚机	3582.0
獠	125.244755245
疗程	577.741935484
疗法	213.214285714
疗效	111.242236025
缭	170.571428571
聊	77.8695652174
聊聊	101.761363636
聊天	62.4041811847
辽	99.5
辽阔	314.210526316
辽宁	96.2903225806
辽宁队	232.597402597
廖奇	1628.18181818
廖锡龙	1492.5
列车	122.671232877
列出	143.28
列岛	1990.0
列宁	497.5
列农	2238.75
列强	319.821428571
列席	559.6875
劣	151.779661017
洌	55.96875
烈	235.657894737
烈士陵园	1377.69230769
猎	111.242236025
猎获	1628.18181818
猎鹰	688.846153846
裂	248.75
临场	511.714285714
临床	45.572519084
临客	814.090909091
临时	43.3656174334
临死	814.090909091
临终	447.75
林	32.6824817518
林彪	577.741935484
林炳昌	2558.57142857
林丹	182.755102041
林丹一	2238.75
林浩坤	4477.5
林肯	597.0
林乐丰	526.764705882
林立	319.821428571
林木	852.857142857
林培杰	4477.5
林区	1119.375
林涛	5970.0
林祥才	4477.5
林郁方	1990.0
林月英	4477.5
林跃	1628.18181818
林左鸣	4477.5
淋巴	337.924528302
淋巴结	526.764705882
淋巴细胞	1492.5
淋病	895.5
琳	199.0
磷	201.235955056
磷酸	1492.5
磷酸盐	2238.75
磷脂	2238.75
粼粼	1492.5
邻国	288.870967742
邻居	184.639175258
鳞次栉比	1492.5
拎	245.342465753
凌晨	65.3649635036
凌空	459.230769231
灵	99.5
灵魂	86.9417475728
灵活	48.5365853659
灵通	279.84375
灵芝	1791.0
翎子	4477.5
蛉	73.4016393443
酃	221.111111111
铃声	337.924528302
陵	221.111111111
零部件	314.210526316
零点	389.347826087
零花钱	1194.0
零件	617.586206897
零利率	4477.5
零配件	639.642857143
零时	814.090909091
零食	303.559322034
零售	94.7619047619
零售店	1377.69230769
零售价	577.741935484
零售商	484.054054054
零四	1990.0
零用钱	2985.0
领	30.9861591696
领带	416.511627907
领导	12.6126760563
领导人	65.8455882353
领导者	148.016528926
领到	275.538461538
领队	210.705882353
领海	778.695652174
领会	331.666666667
领奖台	471.315789474
领空	381.063829787
领略	196.813186813
领取	128.848920863
领事馆	663.333333333
领头羊	275.538461538
领土	137.769230769
领悟	279.84375
领先	26.1459854015
领衔	314.210526316
领袖	77.1982758621
领域	13.0825420015
令	8.91044776119
令狐达	5970.0
令人叹服	4477.5
令人羡慕	778.695652174
溜	103.526011561
溜须拍马	2558.57142857
刘	40.2471910112
刘邦	497.5
刘步尘	5970.0
刘成	2985.0
刘春明	1194.0
刘大伟	2238.75
刘方	1628.18181818
刘凤岩	1377.69230769
刘高倬	1492.5
刘戈	4477.5
刘贵立	1492.5
刘国梁	1990.0
刘济美	4477.5
刘健	1990.0
刘建业	814.090909091
刘金华	4477.5
刘俊威	1377.69230769
刘开明	3582.0
刘鲁	3582.0
刘鹏	1492.5
刘少奇	559.6875
刘体斌	4477.5
刘炜	1791.0
刘翔	298.5
刘晓连	1628.18181818
刘永华	3582.0
刘宇	995.0
刘育海	1791.0
刘志刚	4477.5
刘志坚	1194.0
刘仲康	3582.0
榴弹	746.25
榴弹炮	778.695652174
流	31.0398613518
流产	284.285714286
流程	70.2352941176
流出	293.606557377
流传	75.8898305085
流动	56.320754717
流动性	275.538461538
流动资金	995.0
流感	688.846153846
流行	37.4686192469
流行病	298.5
流利	263.382352941
流连忘返	852.857142857
流量	139.921875
流露	155.739130435
流氓	303.559322034
流脑	3582.0
流速	3582.0
流通	46.3989637306
流通领域	1492.5
流亡	746.25
流星	852.857142857
流域	284.285714286
流质	3582.0
浏览	100.055865922
浏览器	426.428571429
琉球	688.846153846
留	18.932346723
留给	98.9502762431
留下	22.4155193992
留下来	213.214285714
留学	103.526011561
留学生	159.910714286
留意	113.35443038
留住	232.597402597
瘤	192.580645161
瘤子	1990.0
硫	716.4
镏	80.3139013453
柳	196.813186813
柳工	3582.0
柳忠长	1053.52941176
绺	173.883495146
六甲	942.631578947
六日	577.741935484
六十	177.326732673
六月份	852.857142857
碌	38.5161290323
隆	51.1714285714
隆隆	526.764705882
隆重	116.298701299
龙	34.6421663443
龙昌	4477.5
龙江	4477.5
龙门	716.4
龙庆峡	4477.5
龙泉	1194.0
龙泉驿	3582.0
龙泉驿区	2558.57142857
龙潭	1279.28571429
龙头	86.5217391304
龙虾	1119.375
龙永图	1791.0
龙元	1053.52941176
垄断	62.8421052632
拢	37.9449152542
娄菲	5970.0
楼	28.3386075949
楼房	373.125
楼价	716.4
楼盘	293.606557377
楼市	511.714285714
漏	100.617977528
漏洞	139.921875
瘘	1492.5
露	50.8806818182
露天	238.8
撸	48.0160857909
卢炳辉	2238.75
卢布	597.0
卢浮宫	2558.57142857
卢克索	3582.0
卢兰	1990.0
卢涛	4477.5
卢彦	1194.0
卢勇刚	5970.0
庐山	325.636363636
泸	1628.18181818
泸沽湖	2238.75
芦	577.741935484
颅	778.695652174
鲈	107.891566265
鸬	82.1559633028
橹	80.3139013453
虏	132.666666667
鲁	55.6211180124
鲁尔	2985.0
鲁格海德	3582.0
鲁冠球	995.0
鲁能	141.023622047
鲁尼	559.6875
鲁普莱希	2558.57142857
鲁泰	2238.75
鲁晓冬	3582.0
鲁迅	158.495575221
录	45.8056265985
录取	37.5471698113
录像	184.639175258
录像机	1279.28571429
录音	263.382352941
录用	111.9375
录制	426.428571429
渌	67.5849056604
路	9.49628844115
路边	175.588235294
路标	852.857142857
路程	279.84375
路德维希	1628.18181818
路段	459.230769231
路况	778.695652174
路面	746.25
路上	56.8571428571
路透	208.255813953
路透社	177.326732673
路线	55.6211180124
路易斯	716.4
路由器	995.0
路子	271.363636364
陆	52.2157434402
陆博飞	2985.0
陆纯	3582.0
陆纯初	2985.0
陆地	180.909090909
陆海空	344.423076923
陆航团	2985.0
陆基	852.857142857
陆军	54.2727272727
陆空	1990.0
陆两	1377.69230769
陆上	232.597402597
陆悦	5970.0
陆战	617.586206897
陆战队	133.656716418
挛	63.5106382979
卵巢	259.565217391
卵磷脂	1791.0
卵泡	1990.0
卵子	1492.5
乱	21.3468414779
乱世	688.846153846
乱套	2985.0
掠	146.803278689
掠夺	337.924528302
伦	68.8846153846
伦加德	2985.0
伦理	235.657894737
伦润明	1628.18181818
沦为	226.708860759
沦陷	778.695652174
轮	11.7519685039
轮番	271.363636364
轮岗	1492.5
轮换	459.230769231
轮空	663.333333333
轮式	852.857142857
论点	407.045454545
论据	559.6875
论述	144.435483871
论坛	14.2368839428
论文	89.1044776119
论证	96.2903225806
论资排辈	1990.0
椤	58.1493506494
罗	43.7897310513
罗本立	4477.5
罗比尼奥	2238.75
罗宾逊	942.631578947
罗存萨	1791.0
罗德里格斯	1990.0
罗汉	2238.75
罗林斯	2558.57142857
罗马	105.352941176
罗马贝格	1628.18181818
罗马帝国	542.727272727
罗马式	2238.75
罗纳尔迪尼奥	639.642857143
罗纳尔多	995.0
罗清启	4477.5
罗山	2558.57142857
罗氏	1628.18181818
罗西	2238.75
罗洗河	1377.69230769
罗伊特	2558.57142857
罗玉成	4477.5
萝卜	267.313432836
螺旋	716.4
螺旋桨	663.333333333
逻辑	70.2352941176
逻辑思维	814.090909091
逻辑推理	1194.0
裸机	5970.0
洛	113.35443038
洛克希德	267.313432836
洛佩斯	2985.0
洛杉矶	132.666666667
洛阳	325.636363636
落	24.4672131148
落败	1119.375
落榜	459.230769231
落差	288.870967742
落成	381.063829787
落后	30.4074702886
落幕	314.210526316
落实	43.6829268293
落伍	526.764705882
雒	173.883495146
骆驼	526.764705882
榈	61.1262798635
驴肉	2558.57142857
吕	78.8986784141
吕伯望	3582.0
吕登明	4477.5
吕秀莲	1279.28571429
吕征	2985.0
履带	1194.0
履行	66.828358209
履历	559.6875
履历表	1279.28571429
履约	1377.69230769
旅	25.2253521127
旅长	895.5
旅程	226.708860759
旅店	511.714285714
旅馆	117.828947368
旅行	57.0382165605
旅行家	1279.28571429
旅行社	40.4288939052
旅行团	407.045454545
旅行者	358.2
旅客	64.4244604317
旅社	995.0
旅途	238.8
旅业	2985.0
旅游	11.1797752809
旅游部	597.0
旅游车	2238.75
旅游地	3582.0
旅游点	1279.28571429
旅游局	52.6764705882
旅游年	3582.0
旅游区	331.666666667
旅游圈	2238.75
旅游热	1628.18181818
旅游团	232.597402597
旅游线	1194.0
旅游业	73.4016393443
旅游者	127.021276596
律师	45.0
氯碱	2558.57142857
氯霉素	2985.0
率	12.5684210526
率领	91.8461538462
绿	46.3989637306
绿茶	617.586206897
绿地	459.230769231
绿色	53.622754491
绿叶	526.764705882
绿意	4477.5
绿茵场	1279.28571429
绿洲	688.846153846
妈	121.013513514
妈妈	58.338762215
蟆	68.0988593156
麻	162.818181818
麻痹	436.829268293
麻烦	47.5066312997
麻生	1053.52941176
麻田	2238.75
麻田村	2985.0
麻药	3582.0
麻疹	1194.0
麻醉	389.347826087
麻醉药	2985.0
玛	210.705882353
玛利亚	1279.28571429
玛氏	2985.0
码头	123.517241379
马	17.8386454183
马车	542.727272727
马德里	293.606557377
马丁	226.708860759
马丁内斯	1053.52941176
马尔代夫	814.090909091
马富生	5970.0
马赫	995.0
马化腾	3582.0
马加特	2985.0
马科斯	1628.18181818
马克思	416.511627907
马拉加	1990.0
马来西亚	96.8108108108
马里	942.631578947
马力	814.090909091
马良行	1377.69230769
马列主义	778.695652174
马林	663.333333333
马琳	1628.18181818
马铃薯	1492.5
马龙	2238.75
马伦	4477.5
马洛卡	2985.0
马奶	3582.0
马全智	5970.0
马萨诸塞州	942.631578947
马绍尔	1194.0
马什	1990.0
马士基	2238.75
马思宇	1990.0
马斯湖	2985.0
马索林	1791.0
马泰	1990.0
马涛	3582.0
马晓春	2985.0
马晓芳	4477.5
马英九	1279.28571429
马勇	2985.0
马云鹤	5970.0
